,db_id,original_sql
93,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type, c.atom_id2 FROM molecule AS m LEFT JOIN atom AS a ON m.molecule_id = a.molecule_id LEFT JOIN connected AS c ON a.atom_id = c.atom_id LEFT JOIN bond_list AS b ON c.bond_id = b.bond_id WHERE a.element = 'Zn' ORDER BY m.label DESC, a.atom_id DESC, b.transact_dt_tm NULLS FIRST"
94,card_games,"SELECT t1.* FROM card_choice t1 JOIN (SELECT min(id) as id FROM card_choice GROUP BY card_id) t2 ON t1.id = t2.id"
95,student_club,"SELECT e.event_name, SUM(b.amount) AS total_budget FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2023-10-01' AND '2024-03-31' AND e.type = 'Conference' GROUP BY e.event_name HAVING SUM(b.amount) > 4500 ORDER BY total_budget DESC LIMIT 3"
96,european_football_2,"SELECT t1.team_short_name, t2.chancecreationshooting FROM team t1 INNER JOIN team_attributes t2 ON t1.team_api_id = t2.team_api_id WHERE t2.chancecreationshooting BETWEEN 30 AND 50"
97,formula_1,"SELECT raceid, driverid AS modal_driverid FROM (SELECT raceid, driverid, COUNT(*) AS freq, MIN(resultid) AS first_occurrence, ROW_NUMBER() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC, MIN(resultid) ASC) AS rn FROM results GROUP BY raceid, driverid) sub WHERE rn = 1 ORDER BY raceid;"
98,card_games,"SELECT cards.artist, CASE WHEN EXISTS (SELECT * FROM card_type WHERE card_type.cardid = cards.id AND card_type.type = 'Artifact Creature') THEN 'artifact_creature' ELSE 'not_artifact_creature' END FROM cards"
99,european_football_2,"SELECT t1.team_short_name, t2.chancecreationpassing FROM team t1 INNER JOIN team_attributes t2 ON t1.team_api_id = t2.team_api_id WHERE t2.chancecreationpassing BETWEEN 25 AND 45"
100,toxicology,"SELECT (SELECT COUNT(*) FROM atom WHERE molecule_id = 'MOL007') AS molecule_id_count, element, COUNT(*) AS element_count FROM atom GROUP BY ROLLUP (element)"
101,student_club,"SELECT e.event_name, SUM(b.spent) AS Total_Expenses FROM event AS e JOIN budget AS b ON e.event_id = b.link_to_event WHERE b.event_status = 'In Progress' GROUP BY e.event_name HAVING SUM(b.spent) > 750"
102,toxicology,"SELECT a1.atom_id, a2.atom_id FROM atom AS a1 INNER JOIN atom AS a2 ON (a1.atom_id, a2.atom_id) IN (('AT1200', 'AT1201'), ('AT1200', 'AT1202'), ('AT1201', 'AT1202'))"
103,student_club,"SELECT * FROM expense WHERE cost >= 75.0 AND cost <= 400.0 AND link_to_member = 'recggMW2eyCYceNcy' ORDER BY cost NULLS FIRST"
104,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplayspeed, ta.buildupplayspeedclass, ta.chancecreationpassing, ta.chancecreationpassingclass, ta.defenceteamwidth, ta.defenceteamwidthclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2016-12-15 00:00:00'"
105,european_football_2,"SELECT player_api_id, player_name FROM player WHERE id = (SELECT MIN(id) FROM player WHERE player_name LIKE 'And%' AND player_fifa_api_id > 410000);"
106,superhero,"WITH POWER_RANK AS (SELECT ID, POWER_NAME, ROW_NUMBER() OVER (ORDER BY ID DESC NULLS LAST) AS RANKING FROM SUPERPOWER) SELECT P1.POWER_NAME AS CURRENT_POWER, P2.POWER_NAME AS POWER_AFTER_5 FROM POWER_RANK AS P1 LEFT JOIN POWER_RANK AS P2 ON P2.RANKING = P1.RANKING + 5"
107,superhero,"SELECT CASE WHEN s.id = 700 THEN 700 WHEN s.id = 701 THEN 701 WHEN s.id = 702 THEN 702 END AS fixed_id, s.superhero_name, sp.power_name FROM superhero AS s JOIN hero_power AS hp ON s.id = hp.hero_id JOIN superpower AS sp ON hp.power_id = sp.id WHERE s.id IN (700, 701, 702) AND sp.power_name LIKE 'Lightning%'"
108,card_games,"SELECT t1.* FROM packages t1 JOIN (SELECT min(id) as id FROM packages GROUP BY metadata) t2 ON t1.id = t2.id"
109,superhero,"SELECT sh.id AS hero_id, sh.superhero_name, c.colour AS eye_color FROM superhero AS sh JOIN colour AS c ON sh.eye_colour_id = c.id WHERE c.colour LIKE '%Topaz%' AND sh.height_cm BETWEEN 160 AND 180 ORDER BY sh.id DESC"
110,card_games,"SELECT id, (CASE WHEN (colors = 'B' AND power = '5') THEN COALESCE(watermark, '1108') WHEN (colors = 'U' AND power = '4') THEN COALESCE(watermark, '1109') WHEN (colors = 'R' AND power = '3') THEN COALESCE(watermark, '1110') WHEN (colors = 'G' AND power = '2') THEN COALESCE(watermark, '1111') END) AS watermark FROM cards"
111,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.aptt FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'PSS' AND l.aptt > 85 GROUP BY p.diagnosis, l.aptt HAVING COUNT(*) > 2) AS j ON (p.diagnosis = j.diagnosis AND l.aptt = j.aptt)"
112,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, br.bond_type, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'Ti' ORDER BY m.molecule_id DESC, a.atom_id NULLS FIRST, br.bond_seq NULLS LAST"
113,formula_1,"SELECT r.raceid, r.name AS racename, c.lng AS circuitlongitude, d.dob AS driverbirthdate, co.nationality AS constructornationality, res.position AS finishposition, res.fastestlapspeed FROM races AS r INNER JOIN circuits AS c ON r.circuitid = c.circuitid INNER JOIN results AS res ON r.raceid = res.raceid INNER JOIN drivers AS d ON res.driverid = d.driverid INNER JOIN constructors AS co ON res.constructorid = co.constructorid WHERE r.year BETWEEN 2011 AND 2016 AND res.points > 14 AND res.positionorder <= 4 ORDER BY r.raceid DESC, res.fastestlapspeed ASC"
114,superhero,"SELECT sqR.race_count AS total_by_race, R.race AS race, A.alignment AS alignment, sqRA.race_alignment_count AS count_by_race_alignment FROM (SELECT race_id, COUNT(*) AS race_count FROM superhero WHERE race_id IS NOT NULL GROUP BY race_id) sqR INNER JOIN (SELECT race_id, alignment_id, COUNT(*) AS race_alignment_count FROM superhero WHERE alignment_id IS NOT NULL GROUP BY race_id, alignment_id) sqRA ON sqR.race_id = sqRA.race_id INNER JOIN race R ON sqR.race_id = R.id INNER JOIN alignment A ON sqRA.alignment_id = A.id WHERE A.alignment LIKE 'Evil%' ORDER BY R.race, A.alignment;"
115,toxicology,"SELECT * FROM atom LEFT JOIN molecule ON atom.molecule_id = molecule.molecule_id WHERE atom.element = 'sodium' AND molecule.label LIKE 'CHEM%'"
116,student_club,"WITH member_attendance_analysis AS (SELECT link_to_member, link_to_event, SUM(hours) AS total_hours, ROW_NUMBER() OVER (PARTITION BY link_to_member ORDER BY SUM(hours) DESC) AS rank, 'Member Top Hours' AS result_type FROM attendance WHERE hours > 3.5 GROUP BY link_to_member, link_to_event), event_attendance AS (SELECT link_to_member, link_to_event, SUM(hours) AS total_hours, ROW_NUMBER() OVER (PARTITION BY link_to_event ORDER BY SUM(hours) DESC) AS rank, 'Event Top Hours' AS result_type FROM attendance WHERE hours > 3.5 GROUP BY link_to_member, link_to_event) SELECT link_to_member, link_to_event, total_hours, result_type FROM member_attendance_analysis WHERE rank <= 4 UNION ALL SELECT link_to_member, link_to_event, total_hours, result_type FROM event_attendance WHERE rank = 1 ORDER BY result_type, link_to_member, link_to_event"
117,student_club,"WITH member_events AS (SELECT link_to_member, link_to_event, SUM(hours) AS total_hours, ROW_NUMBER() OVER (PARTITION BY link_to_member ORDER BY SUM(hours) DESC) AS rank, 'Member Top Hours' AS result_type FROM attendance WHERE hours > 2 GROUP BY link_to_member, link_to_event), event_members AS (SELECT link_to_member, link_to_event, SUM(hours) AS total_hours, ROW_NUMBER() OVER (PARTITION BY link_to_event ORDER BY SUM(hours) DESC) AS rank, 'Event Top Hours' AS result_type FROM attendance WHERE hours > 2 GROUP BY link_to_member, link_to_event) SELECT link_to_member, link_to_event, total_hours, result_type FROM member_events WHERE rank <= 3 UNION ALL SELECT link_to_member, link_to_event, total_hours, result_type FROM event_members WHERE rank = 1 ORDER BY result_type, link_to_member, link_to_event"
118,formula_1,"SELECT r.raceid, r.name AS racename, c.country AS circuitcountry, d.forename AS driverfirstname, d.surname AS driverlastname, co.name AS teamname, res.grid AS qualifyingposition, res.fastestlaptime FROM races AS r INNER JOIN circuits AS c ON r.circuitid = c.circuitid INNER JOIN results AS res ON r.raceid = res.raceid INNER JOIN drivers AS d ON res.driverid = d.driverid INNER JOIN constructors AS co ON res.constructorid = co.constructorid WHERE r.year BETWEEN 2010 AND 2015 AND res.points > 10 AND res.positionorder <= 3 ORDER BY r.raceid ASC, res.grid DESC"
119,formula_1,"SELECT d.forename, d.surname, r.fastestlapspeed FROM drivers d INNER JOIN results r ON d.driverid = r.driverid WHERE r.fastestlapspeed IS NOT NULL AND r.position <= 5 AND r.points > 25 ORDER BY r.fastestlapspeed DESC LIMIT 10;"
120,toxicology,"SELECT atom.atom_id, atom.element, molecule.label, connected.atom_id2 FROM atom INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id LEFT JOIN connected ON atom.atom_id = connected.atom_id WHERE atom.element = 'Ba' AND connected.bond_id IS NOT NULL ORDER BY molecule.label ASC, atom.atom_id ASC"
121,formula_1,"WITH cte AS (SELECT driverid, points, (points * 100) as earnings FROM driverstandings) SELECT driverid, points, earnings, CASE WHEN earnings > 5000 THEN earnings * 0.2 WHEN earnings > 3000 THEN earnings * 0.15 ELSE null END AS bonus FROM cte"
122,toxicology,"SELECT * FROM connected LEFT JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'glycosidic' AND bond.molecule_id LIKE 'ORG%' AND connected.atom_id2 LIKE 'ATM%'"
123,toxicology,"SELECT molecule.molecule_id, COUNT(DISTINCT bond.bond_id) AS unique_ester_bonds FROM molecule INNER JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE bond.bond_type = 'ester' GROUP BY molecule.molecule_id;"
124,financial,"SELECT player_id FROM player_stats GROUP BY player_id HAVING COUNT(match_id) > 22 AND (MAX(yellow_cards) - MIN(yellow_cards)) > 9;"
125,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_number_of_lymphnodes_positive_by_ihc, AVG(primary_pathology_number_of_lymphnodes_positive_by_ihc) AS avg_positive_ihc_lymph_nodes FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_number_of_lymphnodes_positive_by_ihc > 0 GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_number_of_lymphnodes_positive_by_ihc ORDER BY patients.patient_id;"
126,toxicology,"SELECT molecule.molecule_id, COUNT(DISTINCT atom.atom_id) AS unique_silicon_atoms FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE atom.element = 'Si' GROUP BY molecule.molecule_id;"
127,toxicology,"SELECT atom.atom_id, atom.element, molecule.label, bond_list.transact_dt_tm FROM atom INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id LEFT JOIN bond_list ON atom.molecule_id = bond_list.molecule_id WHERE atom.element = 'Fe' AND bond_list.bond_type = 'coordinate' ORDER BY molecule.label ASC, atom.atom_id ASC"
128,formula_1,"SELECT raceid, q1 FROM (SELECT raceid, q1, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q1) subq WHERE rank = 1 AND q1 IS NOT NULL"
129,student_club,"SELECT e.event_name, SUM(b.remaining) AS unspent_budget FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2024-04-01' AND '2024-09-30' AND e.type = 'Workshop' GROUP BY e.event_name HAVING SUM(b.remaining) > 2000 ORDER BY unspent_budget ASC LIMIT 4"
130,student_club,"SELECT M.member_id, M.first_name, M.last_name FROM member AS M WHERE M.member_id IN (SELECT link_to_member FROM expense WHERE cost > 200 AND approved = 'Yes' AND link_to_budget = 'recBUD54321') AND M.position = 'Financial Compliance Officer'"
131,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, bl.bond_id, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'Ga' ORDER BY m.molecule_id ASC, a.atom_id NULLS FIRST, c.atom_id2 NULLS LAST"
132,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS combined_key, COALESCE(a.molecule_id, b.molecule_id) AS molecule_key, COALESCE(a.element, b.bond_type) AS property_type FROM atom AS a FULL OUTER JOIN bond AS b ON a.molecule_id = b.molecule_id WHERE a.element LIKE 'Cl%' OR b.bond_type IN ('peptide', 'disulfide') ORDER BY combined_key ASC, molecule_key DESC"
133,formula_1,"SELECT raceid, positiontext AS modal_positiontext FROM (SELECT raceid, positiontext, COUNT(*) AS freq, MIN(resultid) AS first_occurrence, ROW_NUMBER() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC, MIN(resultid) ASC) AS rn FROM results GROUP BY raceid, positiontext) sub WHERE rn = 1 AND positiontext NOT IN ('1', '2', '3', '4') ORDER BY raceid;"
134,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.transact_dt_tm DESC) AS rnk FROM bond_list a) subquery WHERE rnk <= 24"
135,formula_1,"SELECT raceid, q3 FROM (SELECT raceid, q3, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q3) subq WHERE rank = 1 AND q3 IS NOT NULL AND q3 <> '0' AND q3 LIKE '3%'"
136,student_club,"SELECT e.event_name, SUM(b.spent) AS total_expenses FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2023-10-01' AND '2024-03-31' AND e.type = 'Seminar' GROUP BY e.event_name HAVING SUM(b.spent) > 1800 ORDER BY total_expenses DESC LIMIT 4"
137,california_schools,"SELECT cdscode, COUNT(mailzip) FROM schools WHERE county = 'San Bernardino County' GROUP BY cdscode LIMIT 14"
138,toxicology,"SELECT molecule.label, COUNT(bond_list.bond_id) AS recent_ester_bonds FROM molecule INNER JOIN bond_list ON molecule.molecule_id = bond_list.molecule_id WHERE bond_list.bond_type = 'ester' AND bond_list.transact_dt_tm > '2024-01-01' GROUP BY molecule.label ORDER BY recent_ester_bonds DESC"
139,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.bond_type ASC) AS rnk FROM bond_list a) subquery WHERE rnk <= 5"
140,toxicology,"SELECT molecule.molecule_id, molecule.label, bond.bond_type FROM molecule LEFT JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE bond.bond_type = 'amide' AND molecule.label LIKE 'Polymer%' AND bond.molecule_id LIKE 'MOL%'"
141,student_club,"SELECT COUNT(DISTINCT member.member_id) AS member_count, zip_code.state FROM member JOIN zip_code ON member.zip = zip_code.zip_code WHERE member.position = 'active' AND zip_code.type = 'military' GROUP BY zip_code.state"
142,toxicology,"SELECT molecule_id, COUNT(DISTINCT CASE WHEN bond_type = 'van der waals' THEN 1 END) AS vdw_bonds, COUNT(DISTINCT CASE WHEN bond_type IN ('hydrogen', 'dipole') THEN molecule_id END) AS weak_bonds FROM bond GROUP BY molecule_id;"
143,toxicology,"SELECT molecule.molecule_id, molecule.label, bond.bond_type FROM molecule LEFT JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE bond.bond_type = 'van der Waals' AND molecule.label LIKE 'Wax%'"
144,student_club,"WITH member_privileges_analysis AS (SELECT privilege_level, member_id, COUNT(1) AS total_privileges, ROW_NUMBER() OVER (PARTITION BY privilege_level ORDER BY COUNT(1) DESC) AS rank, 'Privilege Top 3' AS result_type FROM member_privileges WHERE is_active = true AND privilege_scope = 'Leadership' GROUP BY privilege_level, member_id), privilege_members AS (SELECT privilege_level, member_id, COUNT(1) AS total_privileges, ROW_NUMBER() OVER (PARTITION BY member_id ORDER BY COUNT(1) DESC) AS rank, 'Member Top Privilege' AS result_type FROM member_privileges WHERE is_active = true AND privilege_scope = 'Leadership' GROUP BY privilege_level, member_id) SELECT privilege_level, member_id, total_privileges, result_type FROM member_privileges_analysis WHERE rank <= 3 UNION ALL SELECT privilege_level, member_id, total_privileges, result_type FROM privilege_members WHERE rank = 1 ORDER BY result_type, privilege_level, member_id"
145,thrombosis_prediction,"SELECT id, COALESCE(MAX(CASE WHEN igg > 25 THEN 'TRUE' END), 'FALSE') AS Very_High_IgG, COALESCE(MAX(CASE WHEN iga > 25 THEN 'TRUE' END), 'FALSE') AS Very_High_IgA, COALESCE(MAX(CASE WHEN igm > 25 THEN 'TRUE' END), 'FALSE') AS Very_High_IgM FROM laboratory GROUP BY id"
146,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type, c.atom_id2 FROM molecule AS m LEFT JOIN atom AS a ON m.molecule_id = a.molecule_id LEFT JOIN connected AS c ON a.atom_id = c.atom_id LEFT JOIN bond_list AS b ON c.bond_id = b.bond_id WHERE a.element = 'Pb' AND b.transact_dt_tm BETWEEN '2023-07-01' AND '2023-12-31' ORDER BY m.label DESC, a.atom_id ASC, b.transact_dt_tm NULLS LAST"
147,formula_1,"SELECT RACEID, MAX(CASE WHEN POSITIONORDER = 1 THEN DRIVERID END) AS WINNER, MAX(CASE WHEN POSITIONORDER = 2 THEN DRIVERID END) AS RUNNER_UP, MAX(CASE WHEN POSITIONORDER = 3 THEN DRIVERID END) AS THIRD_PLACE FROM results WHERE POSITIONORDER <= 3 AND LAPS BETWEEN 41 AND 50 GROUP BY RACEID"
148,toxicology,"SELECT m.molecule_id, m.label, b.bond_type FROM molecule AS m INNER JOIN bond_list AS b ON m.molecule_id = b.molecule_id WHERE b.bond_type LIKE 'q%' AND b.transact_dt_tm > '2023-01-01' ORDER BY m.label NULLS LAST, b.transact_dt_tm NULLS LAST"
149,superhero,"WITH PUBLISHER_RANK AS (SELECT ID, PUBLISHER_NAME, ROW_NUMBER() OVER (ORDER BY ID ASC NULLS FIRST) AS RANK FROM PUBLISHER) SELECT P1.PUBLISHER_NAME AS CURRENT_PUBLISHER, P2.PUBLISHER_NAME AS PUBLISHER_BEFORE_3 FROM PUBLISHER_RANK AS P1 LEFT JOIN PUBLISHER_RANK AS P2 ON P2.RANK = P1.RANK - 3"
150,thrombosis_prediction,"SELECT p.id, p.sex, p.admission, AVG(l.c4) AS avg_complement_c4_level FROM patient AS p INNER JOIN laboratory AS l ON p.id = l.id WHERE l.c4 > 20 GROUP BY p.id, p.sex, p.admission"
151,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, bl.bond_id, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'H' AND bl.transact_dt_tm > '2023-01-01' ORDER BY m.molecule_id ASC, a.atom_id NULLS FIRST, c.atom_id2 NULLS LAST"
152,toxicology,"SELECT molecule_id, COUNT(*) AS total_elements FROM atom GROUP BY molecule_id HAVING COUNT(*) BETWEEN 4 AND 9;"
153,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE a.element = 'He' ORDER BY m.molecule_id ASC, a.atom_id ASC, b.bond_type DESC"
